roulette_size,generator,number,repeats,correlation,counts
38,xorshift,18,,,286
38,xorshift,19,,,272
38,xorshift,20,,,260
38,xorshift,21,,,259
38,xorshift,22,,,248
38,xorshift,23,,,259
38,xorshift,24,,,256
38,xorshift,25,,,254
38,xorshift,26,,,223
38,xorshift,27,,,273
38,xorshift,28,,,267
38,xorshift,29,,,235
38,xorshift,30,,,230
38,xorshift,31,,,295
38,xorshift,32,,,254
38,xorshift,33,,,245
38,xorshift,34,,,254
38,xorshift,35,,,259
38,xorshift,36,,,266
38,xorshift,37,,,259
38,xorshift,38,,,250
38,mulberry32,,256,0.0105,
38,mulberry32,1,,,289
38,mulberry32,2,,,251
38,mulberry32,3,,,252
38,mulberry32,4,,,259
38,mulberry32,5,,,258
38,mulberry32,6,,,263
38,mulberry32,7,,,257
38,mulberry32,8,,,288
38,mulberry32,9,,,259
38,mulberry32,10,,,253
38,mulberry32,11,,,307
38,mulberry32,12,,,274
38,mulberry32,13,,,260
38,mulberry32,14,,,246
38,mulberry32,15,,,261
38,mulberry32,16,,,258
38,mulberry32,17,,,269
38,mulberry32,18,,,259
38,mulberry32,19,,,246
38,mulberry32,20,,,246
38,mulberry32,21,,,293
38,mulberry32,22,,,267
38,mulberry32,23,,,266
38,mulberry32,24,,,278
38,mulberry32,25,,,268
38,mulberry32,26,,,250
38,mulberry32,27,,,251
38,mulberry32,28,,,253
38,mulberry32,29,,,273
38,mulberry32,30,,,269
38,mulberry32,31,,,251
38,mulberry32,32,,,247
38,mulberry32,33,,,277
38,mulberry32,34,,,241
38,mulberry32,35,,,260
38,mulberry32,36,,,252
38,mulberry32,37,,,279
38,mulberry32,38,,,270
