roulette_size,generator,number,repeats,correlation,counts
37,lcg,13,,,30005
37,lcg,14,,,25432
37,lcg,15,,,28079
37,lcg,16,,,25991
37,lcg,17,,,30275
37,lcg,18,,,28387
37,lcg,19,,,27329
37,lcg,20,,,24262
37,lcg,21,,,26564
37,lcg,22,,,27433
37,lcg,23,,,24657
37,lcg,24,,,26547
37,lcg,25,,,25042
37,lcg,26,,,27697
37,lcg,27,,,25981
37,lcg,28,,,25896
37,lcg,29,,,24378
37,lcg,30,,,28178
37,lcg,31,,,28182
37,lcg,32,,,25801
37,lcg,33,,,25226
37,lcg,34,,,26937
37,lcg,35,,,26950
37,lcg,36,,,27045
37,lcg,37,,,27986
37,xorshift,,26921,0.0006,
37,xorshift,1,,,26979
37,xorshift,2,,,27006
37,xorshift,3,,,26880
37,xorshift,4,,,27068
37,xorshift,5,,,26882
37,xorshift,6,,,26939
37,xorshift,7,,,27207
37,xorshift,8,,,26929
37,xorshift,9,,,26998
37,xorshift,10,,,27271
37,xorshift,11,,,27070
37,xorshift,12,,,26888
37,xorshift,13,,,27080
37,xorshift,14,,,26667
37,xorshift,15,,,27291
37,xorshift,16,,,27113
37,xorshift,17,,,27292
37,xorshift,18,,,26893
37,xorshift,19,,,26834
37,xorshift,20,,,27078
37,xorshift,21,,,27041
37,xorshift,22,,,27063
37,xorshift,23,,,27187
37,xorshift,24,,,27194
37,xorshift,25,,,27013
37,xorshift,26,,,27121
37,xorshift,27,,,26911
37,xorshift,28,,,27129
37,xorshift,29,,,27018
37,xorshift,30,,,27030
37,xorshift,31,,,26884
37,xorshift,32,,,26870
37,xorshift,33,,,27116
37,xorshift,34,,,26767
37,xorshift,35,,,26871
37,xorshift,36,,,27173
37,xorshift,37,,,27247
37,mulberry32,,26931,0.0003,
37,mulberry32,1,,,27097
37,mulberry32,2,,,26968
37,mulberry32,3,,,27273
37,mulberry32,4,,,26698
37,mulberry32,5,,,26873
37,mulberry32,6,,,27032
37,mulberry32,7,,,27189
37,mulberry32,8,,,26836
37,mulberry32,9,,,27579
37,mulberry32,10,,,26904
37,mulberry32,11,,,27062
37,mulberry32,12,,,27288
37,mulberry32,13,,,26859
37,mulberry32,14,,,27118
37,mulberry32,15,,,26783
37,mulberry32,16,,,26762
37,mulberry32,17,,,27184
37,mulberry32,18,,,27175
37,mulberry32,19,,,27123
37,mulberry32,20,,,26999
37,mulberry32,21,,,27014
37,mulberry32,22,,,27149
37,mulberry32,23,,,27065
37,mulberry32,24,,,27160
37,mulberry32,25,,,26707
37,mulberry32,26,,,27195
37,mulberry32,27,,,26857
37,mulberry32,28,,,27023
37,mulberry32,29,,,26861
37,mulberry32,30,,,26785
37,mulberry32,31,,,27039
37,mulberry32,32,,,26960
37,mulberry32,33,,,27120
37,mulberry32,34,,,27297
37,mulberry32,35,,,26930
37,mulberry32,36,,,26987
37,mulberry32,37,,,27049
38,nativeRandom,,26194,-0.0009,
38,nativeRandom,1,,,26188
38,nativeRandom,2,,,26269
38,nativeRandom,3,,,25988
38,nativeRandom,4,,,26098
38,nativeRandom,5,,,25888
38,nativeRandom,6,,,26413
38,nativeRandom,7,,,26336
38,nativeRandom,8,,,26379
38,nativeRandom,9,,,26181
38,nativeRandom,10,,,26402
38,nativeRandom,11,,,26500
38,nativeRandom,12,,,26456
38,nativeRandom,13,,,26339
38,nativeRandom,14,,,26339
38,nativeRandom,15,,,26525
38,nativeRandom,16,,,26190
38,nativeRandom,17,,,26442
38,nativeRandom,18,,,26490
38,nativeRandom,19,,,26580
38,nativeRandom,20,,,26290
38,nativeRandom,21,,,26354
38,nativeRandom,22,,,26342
38,nativeRandom,23,,,26477
38,nativeRandom,24,,,26262
38,nativeRandom,25,,,26151
38,nativeRandom,26,,,26390
38,nativeRandom,27,,,26280
38,nativeRandom,28,,,26569
38,nativeRandom,29,,,26509
38,nativeRandom,30,,,26512
38,nativeRandom,31,,,26212
38,nativeRandom,32,,,26162
38,nativeRandom,33,,,26291
38,nativeRandom,34,,,26155
38,nativeRandom,35,,,26256
38,nativeRandom,36,,,26365
38,nativeRandom,37,,,26034
38,nativeRandom,38,,,26386
38,lcg,,24930,-0.0122,
38,lcg,1,,,30463
38,lcg,2,,,28581
38,lcg,3,,,24654
38,lcg,4,,,23231
38,lcg,5,,,27440
38,lcg,6,,,28671
38,lcg,7,,,24554
38,lcg,8,,,29330
38,lcg,9,,,27590
38,lcg,10,,,25614
38,lcg,11,,,25803
38,lcg,12,,,25604
38,lcg,13,,,27995
38,lcg,14,,,24929
38,lcg,15,,,26759
38,lcg,16,,,27807
38,lcg,17,,,26654
38,lcg,18,,,29431
38,lcg,19,,,27126
38,lcg,20,,,23498
38,lcg,21,,,25233
38,lcg,22,,,25214
38,lcg,23,,,28464
38,lcg,24,,,22163
38,lcg,25,,,25525
38,lcg,26,,,27698
38,lcg,27,,,24570
38,lcg,28,,,26475
38,lcg,29,,,25217
38,lcg,30,,,23691
38,lcg,31,,,26375
38,lcg,32,,,28089
38,lcg,33,,,26171
38,lcg,34,,,23605
38,lcg,35,,,25990
38,lcg,36,,,26372
38,lcg,37,,,26275
38,lcg,38,,,27139
38,xorshift,,26310,-0.0017,
38,xorshift,1,,,25817
38,xorshift,2,,,26376
38,xorshift,3,,,26796
38,xorshift,4,,,26261
38,xorshift,5,,,26388
38,xorshift,6,,,26560
38,xorshift,7,,,26428
38,xorshift,8,,,26518
38,xorshift,9,,,26218
38,xorshift,10,,,26309
38,xorshift,11,,,26165
38,xorshift,12,,,26309
38,xorshift,13,,,26370
38,xorshift,14,,,26424
38,xorshift,15,,,26252
38,xorshift,16,,,26230
38,xorshift,17,,,26339
38,xorshift,18,,,26290
38,xorshift,19,,,26219
38,xorshift,20,,,26444
38,xorshift,21,,,26239
38,xorshift,22,,,26539
38,xorshift,23,,,26291
38,xorshift,24,,,26290
38,xorshift,25,,,26117
38,xorshift,26,,,26068
38,xorshift,27,,,26191
38,xorshift,28,,,26450
38,xorshift,29,,,26137
38,xorshift,30,,,26592
38,xorshift,31,,,26284
38,xorshift,32,,,26184
38,xorshift,33,,,26368
38,xorshift,34,,,26376
38,xorshift,35,,,26297
38,xorshift,36,,,26222
38,xorshift,37,,,26237
38,xorshift,38,,,26405
38,mulberry32,,26493,0.0008,
38,mulberry32,1,,,26013
38,mulberry32,2,,,26414
38,mulberry32,3,,,26462
38,mulberry32,4,,,26214
38,mulberry32,5,,,26442
38,mulberry32,6,,,26430
38,mulberry32,7,,,26105
38,mulberry32,8,,,26421
38,mulberry32,9,,,26476
38,mulberry32,10,,,26334
38,mulberry32,11,,,26398
38,mulberry32,12,,,26220
38,mulberry32,13,,,26180
38,mulberry32,14,,,26631
38,mulberry32,15,,,26313
38,mulberry32,16,,,26187
38,mulberry32,17,,,26350
38,mulberry32,18,,,26362
38,mulberry32,19,,,26146
38,mulberry32,20,,,26209
38,mulberry32,21,,,26547
38,mulberry32,22,,,26287
38,mulberry32,23,,,26443
38,mulberry32,24,,,26288
38,mulberry32,25,,,26413
38,mulberry32,26,,,26480
38,mulberry32,27,,,26452
38,mulberry32,28,,,26299
38,mulberry32,29,,,26149
38,mulberry32,30,,,26327
38,mulberry32,31,,,26212
38,mulberry32,32,,,26047
38,mulberry32,33,,,26529
38,mulberry32,34,,,26150
38,mulberry32,35,,,26223
38,mulberry32,36,,,26221
38,mulberry32,37,,,26345
38,mulberry32,38,,,26281
